h_num,s_num,agent_id,photo,room_num,area,price,status,orientation
25,1508,13438,https://img.0756fang.com/Upload/Fang/2022-12/2212181114262B2AA2ED762C4B40BE9A.jpg/240X180,2房2厅1卫,57 ㎡,268万,0,南北通
26,1508,51823,https://img.0756fang.com/Upload/Fang/2022-05/s2CCA438E300D4AA79DE404926FEEB865.jpg/240X180,4房2厅2卫,96.36 ㎡,502万,0,南北通
27,1508,31129,https://img.0756fang.com/Upload/Fang/2021-09/210912114003FF23B88B5D3E4051809F.jpg/240X180,3房2厅2卫,79.27 ㎡,398万,0,东北
28,1508,26106,https://img.0756fang.com/Upload/Fang/2022-10/221028081614B2B52DCACE6E414B8197.jpg/240X180,3房2厅2卫,79 ㎡,358万,0,东南
29,1508,52845,https://img.0756fang.com/Upload/Fang/2023-03/230306152235CC7A6E1C89AB4C9DBBBD.jpg/240X180,2房1厅1卫,57 ㎡,298万,0,西
30,1508,46816,https://img.0756fang.com/Upload/Fang/2022-08/220822153324B88EC19D85C248DF83EC.jpg/240X180,2房1厅1卫,36.6 ㎡,160万,0,西南
31,1508,53268,https://img.0756fang.com/Upload/Fang/2023-02/230211211008966A73F77C47491FAE9F.jpg/240X180,3房2厅2卫,79.67 ㎡,380万,0,西南
32,1508,19819,https://img.0756fang.com/Upload/Fang/2021-09/210918154633FE8B4F2855224F13BE7B.jpg/240X180,1房1厅1卫,36.36 ㎡,150万,0,北
33,1508,3212,https://img.0756fang.com/Upload/Fang/2022-08/22081311045040174A827DFC48099A82.jpg/240X180,2房1厅1卫,36 ㎡,155万,0,南北通
34,1508,28538,https://img.0756fang.com/Upload/Fang/2022-04/s8DE79586749E466EB4D1A5CC24158D11.jpg/240X180,1房1厅1卫,36.5 ㎡,128万,0,东南
35,1508,56173,https://img.0756fang.com/Upload/Fang/2022-06/sD9C2F629071B4EEFB1A213FC38D69B68.jpg/240X180,3房2厅2卫,78.9 ㎡,370万,0,北
36,1508,29416,https://img.0756fang.com/Upload/Fang/2022-04/2204211629318D451D18B56C4FCBBF43.jpg/240X180,1房1厅1卫,36.09 ㎡,139万,0,东北
37,1508,32698,https://img.0756fang.com/Upload/Fang/2022-11/2211151759130BDFED875B1346F3B017.jpg/240X180,3房2厅2卫,79 ㎡,375万,0,北
38,1508,54960,https://img.0756fang.com/Upload/Fang/2022-04/220423150949933A6DC1F9BB43EDA649.jpg/240X180,2房2厅1卫,36.7 ㎡,175万,0,东南
39,1508,55295,https://img.0756fang.com/Upload/Fang/2021-12/21121411083588A890CECFD24B3CB2CE.jpg/240X180,1房1厅1卫,36 ㎡,140万,0,北
40,1508,59435,https://img.0756fang.com/Upload/Fang/2022-04/2204031530466336B53986D84055A9B2.jpg/240X180,1房1厅1卫,36.36 ㎡,140万,0,南北通
41,1508,33921,https://img.0756fang.com/Upload/Fang/2021-08/210814184735F746E4E137404CB594D8.jpg/240X180,3房2厅2卫,79.46 ㎡,410万,0,北
42,1508,36625,https://img.0756fang.com/Upload/Fang/2021-12/211209104340645C388CACC74C7A91FB.jpg/240X180,1房1厅1卫,36.36 ㎡,140万,0,东北
43,1508,37063,https://img.0756fang.com/Upload/Fang/2018-06/598e559c-f9eb-410f-b7c5-bfa39aec3ca5.jpg/240X180,3房2厅2卫,83 ㎡,418万,0,北
44,1508,226,https://img.0756fang.com/Upload/Fang/2020-01/9d63f265-31c5-4a90-a108-760a4859a222.jpg/240X180,1房1厅1卫,36 ㎡,140万,0,西
45,1508,5113,https://img.0756fang.com/Upload/Fang/2023-02/s293D648965044DAE87930F2279A96E8D.jpg/240X180,1房1厅1卫,36 ㎡,135万,0,东北
46,1508,57994,https://img.0756fang.com/Upload/Fang/2020-04/2004111658341CA1D0A606A041CB8FE2.jpg/240X180,1房1厅1卫,36 ㎡,140万,0,南北通
47,1508,46138,https://img.0756fang.com/Upload/Fang/2020-11/s039CDCB14EE04AE485F9607C068C13CF.jpg/240X180,2房1厅1卫,36.97 ㎡,145万,0,西南
48,1508,7732,https://img.0756fang.com/Upload/Fang/2022-08/2208271539121693207A84A2419BBDBA.jpg/240X180,4房1厅2卫,97.58 ㎡,510万,0,东北
49,1508,21547,https://img.0756fang.com/Upload/Fang/2018-03/53970edf-4b98-4f57-9073-f2c9814f64fd.png/240X180,1房1厅1卫,36 ㎡,145万,0,西
50,1508,6881,https://img.0756fang.com/Upload/Fang/2017-08/2bfa31dc-4832-4338-86bf-470c83f0f932.png/240X180,0房0厅0卫,51.8 ㎡,360万,0,北
51,1508,19136,https://img.0756fang.com/Upload/Fang/2022-10/sF54F00528BA9496FBE37A9956A384D0E.jpg/240X180,3房2厅2卫,78.73 ㎡,340万,0,东南
52,1508,29372,https://img.0756fang.com/Upload/Fang/2022-06/s1975C70D378541FEBBCB7DBEAC8CB35B.jpg/240X180,1房1厅1卫,36.36 ㎡,130万,0,北
53,1508,14489,https://img.0756fang.com/Upload/Fang/2020-05/200526170905EBAFD5B560C04B17887E.jpg/240X180,4房2厅2卫,97 ㎡,490万,0,西南
54,1508,14738,https://img.0756fang.com/Upload/Fang/2017-07/f9c92cc5-5212-4836-999c-2267e742a864.jpg/240X180,1房1厅1卫,36 ㎡,160万,0,东南
55,1508,53258,https://img.0756fang.com/Upload/Fang/2022-04/s301FE77878874F9FAF2465C141114A0F.jpg/240X180,1房1厅1卫,36.36 ㎡,145万,0,北
0,410,34696,https://img.0756fang.com/Upload/Fang/2022-11/s6858AB1798F34391A5C59D416B7DD3D9.jpg/240X180,3房2厅2卫,145.21 ㎡,520万,0,西
1,410,34537,https://img.0756fang.com/Upload/Fang/2023-02/s8315FD5FF5A64B2589461E88675CDAEE.jpg/240X180,3房2厅2卫,144.34 ㎡,515万,0,南北通
2,410,37812,https://img.0756fang.com/Upload/Fang/2022-01/s7943CC79659A46B18461A8CA4E9854FD.jpg/240X180,3房2厅1卫,94.77 ㎡,360万,0,东南
3,410,28500,https://img.0756fang.com/Upload/Fang/2022-08/2208231256550271757A21494340B620.jpg/240X180,3房2厅2卫,141.51 ㎡,510万,0,东南
4,410,27284,https://img.0756fang.com/Upload/Fang/2022-10/s92EEA624157540258A4786243768EF69.jpg/240X180,2房2厅1卫,96.03 ㎡,330万,0,东北
5,410,12862,https://img.0756fang.com/Upload/Fang/2021-08/s4490A0738AD7482986DB32CF2181830B.png/240X180,2房2厅1卫,95.97 ㎡,337万,0,西
6,410,33350,https://img.0756fang.com/Upload/Fang/2023-02/s2E9188D9750C43A08B339C23E2F2C666.jpg/240X180,4房2厅2卫,198.25 ㎡,770万,0,东南
7,410,41711,https://img.0756fang.com/Upload/Fang/2023-03/sDA1F48F6ACF64E6AB68E3FFD763F7D77.jpg/240X180,4房2厅2卫,167.31 ㎡,670万,0,北
8,410,53762,https://img.0756fang.com/Upload/Fang/2021-10/sCCAE012B14204CF5B66A3C526ECD14D9.jpg/240X180,3房2厅2卫,174.21 ㎡,618万,0,西南
9,410,18530,https://img.0756fang.com/Upload/Fang/2021-12/sD1A1EA144B434652B282237B3E70B0CB.jpg/240X180,3房2厅2卫,153.17 ㎡,515万,0,东
10,410,7445,https://img.0756fang.com/Upload/Fang/2022-05/s97470C89D5A5457D9C84AC17FC0728B6.jpeg/240X180,3房2厅2卫,171.89 ㎡,650万,0,西南
11,410,15401,https://img.0756fang.com/Upload/Fang/2022-05/sC00D9F153D09457C8E03AFC5BF2DEEB2.jpg/240X180,3房2厅2卫,152.57 ㎡,550万,0,西南
12,410,45067,https://img.0756fang.com/Upload/Fang/2022-08/s513AFFDAF481452D9653E6E548652330.jpg/240X180,3房2厅2卫,141.86 ㎡,505万,0,东南
13,410,27696,https://img.0756fang.com/Upload/Fang/2022-03/s83CB5F24B81141CE94C0F968B4644C47.jpg/240X180,2房2厅1卫,96.26 ㎡,330万,0,南北通
14,410,870,https://img.0756fang.com/Upload/Fang/2022-06/s7816925D574448E2A93C4575A3D9E976.jpg/240X180,3房2厅2卫,142.52 ㎡,520万,0,东北
15,410,18495,https://img.0756fang.com/Upload/Fang/2022-03/s0B06FFB8E64E41169DF63D620497870B.jpg/240X180,5房2厅3卫,209.62 ㎡,650万,0,东
16,410,5933,https://img.0756fang.com/Upload/Fang/2022-04/220405112738810B14A0D110403299BE.jpg/240X180,4房2厅2卫,197.59 ㎡,780万,0,东南
17,410,38017,https://img.0756fang.com/Upload/Fang/2022-12/s634422F9D4EF40B2BA78C5C3987F3F03.jpg/240X180,4房2厅2卫,226.39 ㎡,800万,0,北
18,410,2715,https://img.0756fang.com/Upload/Fang/2022-10/s77CA44AE6FE4416483942DE84C4DF2E1.jpeg/240X180,3房2厅2卫,143.88 ㎡,560万,0,北
19,410,57017,https://img.0756fang.com/Upload/Fang/2022-02/s9CCD37C881BF4B6B9E8AE70C3C8A49BC.jpeg/240X180,4房2厅2卫,198.98 ㎡,780万,0,东北
20,410,48596,https://img.0756fang.com/Upload/Fang/2022-05/s3E04ED84F3254BDBA85054316829DC71.jpg/240X180,3房2厅2卫,132 ㎡,500万,0,东
21,410,17493,https://img.0756fang.com/Upload/Fang/2022-09/sDEF14A9D33CA459EB674E00D8F2B1A54.jpeg/240X180,3房2厅2卫,148.9 ㎡,521万,0,西
22,410,58085,https://img.0756fang.com/Upload/Fang/2022-10/s42BD9AAE90764B638582C90181BBB0DC.jpg/240X180,3房2厅2卫,143.6 ㎡,560万,0,东北
23,410,34898,https://img.0756fang.com/Upload/Fang/2022-02/2202141104515FDC71482A5C40898083.jpg/240X180,4房2厅2卫,198 ㎡,730万,0,南
24,410,57949,https://img.0756fang.com/Upload/Fang/2022-06/22062309493220232E6D2ECC42658063.jpg/240X180,3房2厅2卫,132 ㎡,470万,0,东南
25,410,26094,https://img.0756fang.com/Upload/Fang/2022-02/220217165502D5A0754FD5FF41048035.jpg/240X180,3房2厅2卫,143.9 ㎡,567万,0,南
26,410,47243,https://img.0756fang.com/Upload/Fang/2021-11/2111081339529B0172FB7B714B3398EB.jpg/240X180,3房2厅1卫,95 ㎡,370万,0,南
27,410,46637,https://img.0756fang.com/Upload/Fang/2022-11/sD9D93D35BC8E4EAC9F10476A545A711E.jpg/240X180,4房2厅2卫,211 ㎡,760万,0,东
28,410,6198,https://img.0756fang.com/Upload/Fang/2021-05/2105091143047012B38AD74A4A15BEF2.jpg/240X180,3房2厅2卫,162.86 ㎡,630万,0,北
29,410,57261,https://img.0756fang.com/Upload/Fang/2022-06/s7E5B49E42B0F4648B100546BE3921757.jpg/240X180,2房2厅1卫,95.97 ㎡,340万,0,西南
30,410,19765,https://img.0756fang.com/Upload/Fang/2020-05/s0B0366B5532943B59277E9C8B9D749C4.png/240X180,3房2厅2卫,161.43 ㎡,605万,0,南
31,410,16285,https://img.0756fang.com/Upload/Fang/2018-08/7de115b6-fb7b-4171-b342-bd9fff343e7e.jpg/240X180,3房2厅2卫,131.8 ㎡,515万,0,西
32,410,52668,https://img.0756fang.com/Upload/Fang/2018-03/a10b7169-5402-4d24-a8c8-28e656edc2ff.jpg/240X180,3房2厅2卫,173.45 ㎡,658万,0,东南
33,410,7198,https://img.0756fang.com/Upload/Fang/2020-11/s6470A05CD6844BC6A31786F6329ADFAD.jpg/240X180,4房2厅3卫,258 ㎡,1032万,0,西
34,410,36642,https://img.0756fang.com/Upload/Fang/2021-02/2102271406014091EDC1B6184EFAB886.jpg/240X180,3房2厅2卫,99 ㎡,480万,0,东北
35,410,47381,https://img.0756fang.com/Upload/Fang/2022-05/sC7E71552AC8B434DA892734886A4003E.jpg/240X180,4房2厅2卫,187.4 ㎡,840万,0,南
36,410,41339,https://img.0756fang.com/Upload/Fang/2023-03/s658501DC4E7849DE9819BB44CFDF63D7.jpeg/240X180,3房2厅2卫,132 ㎡,528万,0,北
37,410,8841,https://img.0756fang.com/Upload/Fang/2022-11/221117102806C1B0270F8E044E91BE82.jpg/240X180,4房2厅2卫,166.46 ㎡,638万,0,西南
38,410,14947,https://img.0756fang.com/Upload/Fang/2022-10/s24ADDB06632F4BE3BDC04C87AC2F7C74.jpg/240X180,3房2厅2卫,143.86 ㎡,600万,0,西南
39,410,52591,https://img.0756fang.com/Upload/Fang/2023-02/s6BA2716D51E74CB3A3855AB75FF850D6.jpg/240X180,3房2厅2卫,162 ㎡,600万,0,南
40,410,51165,https://img.0756fang.com/Upload/Fang/2021-10/s90A009F0AF6840608D1E50FFC69CDDE7.jpg/240X180,4房2厅2卫,195 ㎡,778万,0,南
41,410,10375,https://img.0756fang.com/Upload/Fang/2022-12/sA6CC9221388E4025967E6392E6171539.jpg/240X180,2房2厅1卫,96.03 ㎡,365万,0,东南
42,410,23125,https://img.0756fang.com/Upload/Fang/2022-06/s61407FB5DC75429B8C64B3093DEACA54.jpg/240X180,4房2厅2卫,211 ㎡,822万,0,南
43,410,30121,https://img.0756fang.com/Upload/Fang/2022-11/s3D58CD05B90E41E19D7515EB6DAACE05.jpg/240X180,4房2厅2卫,195 ㎡,800万,0,东北
44,410,34810,https://img.0756fang.com/Upload/Fang/2022-10/sA9D52FC24A1D45B8AA1269748193D33D.jpg/240X180,4房2厅2卫,160.5 ㎡,628万,0,南北通
45,410,37985,https://img.0756fang.com/Upload/Fang/2022-10/s4A34712A3A694D369E4C94A188A1F972.jpg/240X180,2房2厅1卫,96 ㎡,400万,0,东
46,410,59387,https://img.0756fang.com/Upload/Fang/2022-10/sB0A73A84AB2F4C75BAEF6BC55013BE09.jpg/240X180,3房2厅1卫,95.97 ㎡,380万,0,南北通
47,410,28617,https://img.0756fang.com/Upload/Fang/2023-02/s04D5B459CD7D426EB91DF59C6DEA0DB9.jpg/240X180,3房2厅2卫,132 ㎡,495万,0,南北通
48,410,59566,https://img.0756fang.com/Upload/Fang/2018-10/cae7949c-2aa3-44f4-8cc8-8559beea897d.jpg/240X180,3房2厅2卫,152.57 ㎡,560万,0,南
49,410,8300,https://img.0756fang.com/Upload/Fang/2018-01/994c4017-b802-4c6e-a44a-3531b3baad8e.jpg/240X180,4房2厅2卫,167.31 ㎡,728万,0,北
50,410,39119,https://img.0756fang.com/Upload/Fang/2022-05/220521190636CED7CE9219D541E9A7E9.jpg/240X180,3房2厅2卫,145 ㎡,550万,0,西南
51,410,37561,https://img.0756fang.com/Upload/Fang/2014-03/1403170903242C973D04E6DEEF66BBA3.jpg/240X180,3房2厅2卫,132 ㎡,488万,0,东
52,410,48255,https://img.0756fang.com/Upload/Fang/2020-09/s2E9EE55210E94373B5AD3EA9B8EE300D.jpg/240X180,3房2厅2卫,174.21 ㎡,620万,0,东
53,410,51444,https://img.0756fang.com/Upload/Fang/2019-06/270dda1a-f0cd-4a6f-a81a-b5015b9fdc6d.jpg/240X180,3房2厅2卫,131.72 ㎡,490万,0,南
54,410,32915,https://img.0756fang.com/Upload/Fang/2018-08/1cbb64f3-8585-47c2-bb08-2c345b27a3a6.jpg/240X180,4房2厅2卫,198 ㎡,910万,0,东北
55,410,55097,https://img.0756fang.com/Upload/Fang/2021-03/2103231032391637C2CFBD714B95B390.jpg/240X180,2房2厅1卫,97 ㎡,360万,0,东
56,410,32583,https://img.0756fang.com/Upload/Fang/2022-11/s7123C55D1DDA4A079F99195E4B81CD38.jpg/240X180,3房2厅2卫,141.67 ㎡,520万,0,西南
0,1328,11770,https://img.0756fang.com/Upload/Fang/2023-01/2301071553329BEB42F4958B44C5A384.jpg/240X180,1房1厅1卫,59.2 ㎡,183万,0,南
1,1328,35138,https://img.0756fang.com/Upload/Fang/2022-12/s153E41AD6B884435BB47FCFA43AF4176.jpg/240X180,1房1厅1卫,50.87 ㎡,180万,0,东南
2,1328,19842,https://img.0756fang.com/Upload/Fang/2021-01/s765D4CF27D8B4D3DB4122A9B668AFC27.jpg/240X180,1房1厅1卫,36.14 ㎡,105万,0,西南
3,1328,39582,https://img.0756fang.com/Upload/Fang/2022-07/22070418041028B3ADFD76BB4E499C91.jpg/240X180,1房1厅1卫,39.6 ㎡,120万,0,西南
4,1328,41362,https://img.0756fang.com/Upload/Fang/2022-06/sF4254415E80C4EB3996CF268A4ABF3CC.jpg/240X180,1房1厅1卫,36.14 ㎡,110万,0,北
5,1328,35595,https://img.0756fang.com/Upload/Fang/2021-02/s91490AE7C59542899F588177F42385FE.jpg/240X180,1房0厅1卫,39.6 ㎡,135万,0,东北
6,1328,6449,https://img.0756fang.com/Upload/Fang/2021-08/sFFDD6C55E93C44D5905D0104448823A5.jpg/240X180,1房1厅1卫,39.6 ㎡,131万,0,东北
7,1328,55770,https://img.0756fang.com/Upload/Fang/2022-09/sF36D983429D047C18D03B5B0AEBDB098.jpg/240X180,3房2厅2卫,99.56 ㎡,375万,0,西
8,1328,38845,https://img.0756fang.com/Upload/Fang/2021-12/s83AF61D2C4F54A748E3F0091871CA374.jpg/240X180,4房2厅2卫,125.49 ㎡,460万,0,西南
9,1328,47724,https://img.0756fang.com/Upload/Fang/2022-08/s15A7E55825E647F287E55C0905DAE419.jpg/240X180,2房2厅1卫,90.33 ㎡,350万,0,西南
10,1328,28182,https://img.0756fang.com/Upload/Fang/2022-08/s3B7685DEEFA44EA3A206F5AAE1059A73.jpg/240X180,1房0厅1卫,39.6 ㎡,120万,0,东北
11,1328,18099,https://img.0756fang.com/Upload/Fang/2021-09/sEF911294D1334F62A5C06D249149EBC9.jpg/240X180,1房0厅1卫,36 ㎡,115万,0,东南
12,1328,9469,https://img.0756fang.com/Upload/Fang/2022-04/s78297A11572444829762B96F8A6D1FD8.jpg/240X180,2房2厅1卫,90.33 ㎡,330万,0,东
13,1328,3099,https://img.0756fang.com/Upload/Fang/2021-08/s30FC3B0FD7FC462D9C966124DF1FB7CC.jpeg/240X180,1房0厅1卫,39.6 ㎡,130万,0,西
14,1328,7455,https://img.0756fang.com/Upload/Fang/2022-10/s357619A242F246E7B3202B7A5F377B3C.jpg/240X180,1房1厅1卫,39.6 ㎡,120万,0,东北
15,1328,7286,https://img.0756fang.com/Upload/Fang/2022-06/s07DC17D4821C40798E3C3DB7D78146A9.jpg/240X180,3房2厅2卫,107.84 ㎡,455万,0,南
16,1328,22884,https://img.0756fang.com/Upload/Fang/2021-04/s4C1B987EB1BA47B8AFE0F7103716797C.jpg/240X180,1房0厅1卫,39.6 ㎡,145万,0,西南
17,1328,49047,https://img.0756fang.com/Upload/Fang/2021-10/sF3FD5E09A06146FA9DEFA25AA9904AB9.jpg/240X180,1房1厅1卫,36 ㎡,117万,0,北
18,1328,49807,https://img.0756fang.com/Upload/Fang/2021-11/s048AD9C17DA84EBFB7FAB18D9D54AE1C.jpg/240X180,1房1厅1卫,36.18 ㎡,115万,0,西
19,1328,32749,https://img.0756fang.com/Upload/Fang/2022-05/s54A21902A936480C955F7544478463CA.jpg/240X180,1房1厅1卫,295.84 ㎡,1900万,0,东南
20,1328,25777,https://img.0756fang.com/Upload/Fang/2022-03/2203121228130D7D5886B0604A72B71D.jpg/240X180,3房2厅2卫,107.84 ㎡,455万,0,西
21,1328,27842,https://img.0756fang.com/Upload/Fang/2022-06/s6B2FD46598704F8B9302A11B6C0974CE.jpg/240X180,1房1厅1卫,36.14 ㎡,110万,0,东北
22,1328,27620,https://img.0756fang.com/Upload/Fang/2022-08/22080219042577B6A5AE10924A87BF76.jpg/240X180,3房2厅2卫,108.93 ㎡,480万,0,西
23,1328,157,https://img.0756fang.com/Upload/Fang/2021-09/sDD81DC4C99D64FF4A3B0FB6FC09388DB.jpg/240X180,3房2厅2卫,109 ㎡,450万,0,东
24,1328,35949,https://img.0756fang.com/Upload/Fang/2022-03/s176AF2ED05D24714B3B75BF504C12A47.jpg/240X180,3房2厅2卫,109.82 ㎡,445万,0,南北通
25,1328,3818,https://img.0756fang.com/Upload/Fang/2022-09/s7748523ED40444D289E6F4E8B15FC817.jpg/240X180,4房2厅2卫,125.49 ㎡,505万,0,北
26,1328,839,https://img.0756fang.com/Upload/Fang/2022-05/2205161001440EC7F0DE7AC14EEEB34D.jpg/240X180,1房1厅1卫,39.75 ㎡,135万,0,北
27,1328,19193,https://img.0756fang.com/Upload/Fang/2022-12/2212091525485E7DB5CFC0474087B878.jpg/240X180,3房2厅2卫,107.84 ㎡,460万,0,西南
28,1328,14571,https://img.0756fang.com/Upload/Fang/2023-02/sFECD517B93384BB6BAEF5648E901A584.jpg/240X180,3房2厅2卫,134.49 ㎡,551万,0,西
29,1328,30913,https://img.0756fang.com/Upload/Fang/2022-09/s59AC8FF88E3A48D29F1BF86E07380228.jpg/240X180,1房1厅1卫,54.3 ㎡,183万,0,西南
30,1328,40831,https://img.0756fang.com/Upload/Fang/2019-04/f6f24bb9-f134-4b21-acab-601c8509a84d.jpg/240X180,1房0厅1卫,39.6 ㎡,135万,0,南北通
31,1328,28752,https://img.0756fang.com/Upload/Fang/2020-03/63C146C9D7F94AEA9A49561265BA2008.jpg/240X180,1房1厅1卫,36.08 ㎡,110万,0,南北通
32,1328,6993,https://img.0756fang.com/Upload/Fang/2020-04/s8BEED849466145CDB297CD88E2D4493F.jpg/240X180,1房1厅1卫,36.14 ㎡,113万,0,东
33,1328,8635,https://img.0756fang.com/Upload/Fang/2021-08/s9023730EF0F24C87944134BA93336AED.jpg/240X180,1房1厅1卫,36.14 ㎡,115万,0,西
34,1328,28796,https://img.0756fang.com/Upload/Fang/2019-05/40b315a3-29b9-4cd0-9e2e-24c143e2af6f.jpg/240X180,1房1厅1卫,40 ㎡,128万,0,东北
35,1328,30035,https://img.0756fang.com/Upload/Fang/2017-04/4b4d7a96-34fd-4628-a369-c9b4d660df31.jpg/240X180,1房1厅1卫,36 ㎡,130万,0,北
36,1328,46945,https://img.0756fang.com/Upload/Fang/2021-11/sD2A1CF9B862140B388305133604B0BC0.jpg/240X180,2房2厅1卫,89.51 ㎡,330万,0,东北
37,1328,40374,https://img.0756fang.com/Upload/Fang/2021-12/s03455BE92A39483DA93B9F14F1C3CE3E.jpg/240X180,1房1厅1卫,53.51 ㎡,200万,0,南北通
38,1328,46522,https://img.0756fang.com/Upload/Fang/2021-12/s580DF3584A464DD7AC4794F526E7ABA6.jpg/240X180,1房1厅1卫,36 ㎡,115万,0,南
39,1328,11863,https://img.0756fang.com/Upload/Fang/2017-04/ce622c40-2178-43d2-933c-468afcafc541.jpg/240X180,1房1厅1卫,37 ㎡,125万,0,西南
40,1328,25209,https://img.0756fang.com/Upload/Fang/2016-05/150901143910E69DC31B796630B2A00C.jpg/240X180,1房1厅1卫,50.3 ㎡,200万,0,西
41,1328,5582,https://img.0756fang.com/Upload/Fang/2022-09/sEFBB18F39A594DC4A069B3AFE0530A20.jpg/240X180,2房2厅1卫,90.33 ㎡,356万,0,西
42,1328,29630,https://img.0756fang.com/Upload/Fang/2017-03/c0f298d7-612f-40ec-a122-843a35e63a21.jpg/240X180,1房0厅1卫,36.14 ㎡,116万,0,南北通
43,1328,17750,https://img.0756fang.com/Upload/Fang/2018-04/abd9d0ca-4c8e-446b-8bcd-60d56c7cd0b4.jpg/240X180,1房0厅1卫,39.75 ㎡,138万,0,东
44,1328,50112,https://img.0756fang.com/Upload/Fang/2022-01/sE322BA36DCFF410C96A4852C718E79AE.jpg/240X180,1房0厅1卫,39 ㎡,136万,0,东
45,1328,16316,https://img.0756fang.com/Upload/Fang/2019-10/191025155119BA29ECACB281476EA56F.jpg/240X180,1房1厅1卫,36.14 ㎡,110万,0,西南
46,1328,4326,https://img.0756fang.com/Upload/Fang/2022-09/s0F7011594AC7430683A56C1331B8D253.jpg/240X180,2房2厅1卫,89.51 ㎡,309万,0,西
47,1328,3385,https://img.0756fang.com/Upload/Fang/2018-10/f4ea3cc5-f7d8-4905-8046-fd6779a4c210.jpg/240X180,1房0厅1卫,39.41 ㎡,125万,0,东南
0,1532,54536,https://img.0756fang.com/Upload/Fang/2020-10/sAAE5E48A498549C186EB8DCCB0C0A229.jpg/240X180,2房1厅1卫,43.07 ㎡,85万,0,南北通
1,1532,46719,https://img.0756fang.com/Upload/Fang/2019-10/d393e288-b760-4ec0-8e6f-811a445e54b0.jpg/240X180,2房1厅1卫,45.73 ㎡,95万,0,西
2,1532,47603,https://img.0756fang.com/Upload/Fang/2021-12/s18A11E7CE9A4418DA6633C99EE17AC93.jpg/240X180,2房2厅1卫,73.17 ㎡,235万,0,南北通
3,1532,48468,https://img.0756fang.com/Upload/Fang/2021-01/s207A86870AF349C09BB4C1A6FAAE7325.jpg/240X180,2房2厅1卫,71.52 ㎡,195万,0,东南
4,1532,36541,https://img.0756fang.com/Upload/Fang/2021-12/211227135446D75B7F3AC6B747C0B4A6.jpg/240X180,2房2厅1卫,71.57 ㎡,230万,0,东北
5,1532,42236,https://img.0756fang.com/Upload/Fang/2021-10/211020100548531C9628338D4094BBF7.jpg/240X180,3房2厅1卫,96 ㎡,297万,0,东北
6,1532,14374,https://img.0756fang.com/Upload/Fang/2022-12/sA3EBD944E2DF4EE795A1A505C2BEF6AA.jpg/240X180,2房2厅1卫,71.6 ㎡,215万,0,西
7,1532,46065,https://img.0756fang.com/Upload/Fang/2022-02/220220145411EA06F6CBCBF24DA7B765.jpg/240X180,3房2厅1卫,96 ㎡,249万,0,南北通
8,1532,28829,https://img.0756fang.com/Upload/Fang/2022-08/s03F868BE4DCE4F08BF7C32064038EB02.jpg/240X180,4房2厅2卫,124.71 ㎡,390万,0,西
9,1532,48989,https://img.0756fang.com/Upload/Fang/2022-11/2211062034086A2A866998C2429D879E.jpg/240X180,2房2厅1卫,71.62 ㎡,240万,0,东
10,1532,46557,https://img.0756fang.com/Upload/Fang/2022-02/sAFF6DC4964FC49998314838DED7D192C.jpg/240X180,3房2厅2卫,123.97 ㎡,360万,0,东
11,1532,50803,https://img.0756fang.com/Upload/Fang/2020-09/s6F82E2C44F564F71BC89AE4D0BB9EE74.jpg/240X180,1房1厅1卫,44.55 ㎡,68万,0,北
12,1532,47415,https://img.0756fang.com/Upload/Fang/2021-03/sADCDF5C9E807434AA5FEAD4507C89DB5.jpg/240X180,2房2厅1卫,73.17 ㎡,240万,0,东北
13,1532,1422,https://img.0756fang.com/Upload/Fang/2022-11/sC5791B8DA0434E9685BBCEC65D1D3AA3.jpg/240X180,2房2厅1卫,80 ㎡,208万,0,北
14,1532,24417,https://img.0756fang.com/Upload/Fang/2021-08/21081619415022CD0DA4D8104EFD9A81.jpg/240X180,1房1厅1卫,30.71 ㎡,80万,0,南北通
15,1532,32131,https://img.0756fang.com/Upload/Fang/2021-12/s08AED9870D65490EBC196B7E7D6F0181.jpg/240X180,4房2厅1卫,100.04 ㎡,240万,0,南
16,1532,28613,https://img.0756fang.com/Upload/Fang/2020-12/sF0F2D9D56FC44A478007D5A2255A209C.jpg/240X180,2房2厅1卫,81 ㎡,288万,0,南
17,1532,31476,https://img.0756fang.com/Upload/Fang/2022-02/220213152054A7B16651531D4F37B123.jpg/240X180,1房0厅0卫,119.12 ㎡,220万,0,西
18,1532,18178,https://img.0756fang.com/Upload/Fang/2021-05/s9D675F135AE34FD2BBDCF9952C1C08CE.jpg/240X180,2房2厅1卫,81.42 ㎡,278万,0,南北通
19,1532,49260,https://img.0756fang.com/Upload/Fang/2022-10/221007154900AF6D4995C4094B8CB391.jpg/240X180,3房2厅2卫,107.76 ㎡,335万,0,南
20,1532,21372,https://img.0756fang.com/Upload/Fang/2023-01/s49ABBB549EB64739B563BF56E7683566.jpg/240X180,4房2厅2卫,124.63 ㎡,388万,0,东北
21,1532,6086,https://img.0756fang.com/Upload/Fang/2021-06/sA4B4C9CFECD348EAA5DD2624F83D7D93.jpg/240X180,3房2厅2卫,123.97 ㎡,371万,0,西
22,1532,17771,https://img.0756fang.com/Upload/Fang/2020-08/sA672219A993A43A4B9A89EB24B7520C0.jpg/240X180,3房2厅2卫,108 ㎡,325万,0,西南
