id,district,sub_url,photo,house_name,house_status,house_type,address,price,developer,sur_trafic,sur_school,sur_environment,sur_business,sur_entertain,peoperty_fee,property_company
2183,8,/first/2183/,https://img.0756fang.com/Upload/Dictionary/2021-10/s5704DB2AE7F149F6A82B1FCEF88AEFC8.jpg/w600,唐家公馆,在售,住宅,高新区北城西二路28,26000,珠海兆彤房地产开发有限公司,① 兴业快线 ：新老香洲 15 分钟② 金琴快线 ：横琴自贸区 20 分钟③ 广珠轻轨：广州南站 40 分钟④ 深中大桥：深圳宝安机场 40 分钟⑤ 深珠通道：深圳前海 30 分钟（已批复）⑥ 港珠澳大桥：HK60 分钟直达,项目目前周边学校有：① 中小学：高新区礼和小学，金鼎中学，未来礼和中学建成后项目或有可能划入礼和中学，具体学区范围以政府每年公布为准。② 幼儿园：唐家湾中心幼儿园、红树林幼儿园、金星幼儿园、金海幼儿园，景峰幼儿园。③ 高等教育资源：北京理工大学，UIC 香港浸会大学，北京师范大学，中山大学等一系列重要的大学教育资源环绕，是全市重要的大学城。,项目周边配套：① 商业：项目自带4200平商业，大德世贸广场，北站宝龙城，高新宝龙城，万科里商业，滨海新城邻里中心园广场等② 休闲娱乐：珠海高尔夫球场，翠湖高尔夫球场，珠海国际赛车场，亚洲红树林湿地公园，凤凰山③ 城市园林：中珠景观河区，半圆之园中央公园，景观长廊④ 现代产业：金山软件、魅族手机、YY 直播、国机机器人，珠海大数据中心，中以加速器，汇金科技等,"三大商圈环绕高新宝龙城，规划建设9万㎡购物中心,集休闲娱乐,餐饮购物,儿童天地,电影院,精品超市于一体的大型购物中心.距离项目700m预计2021年底开业大德世贸广场，距离项目100m北站宝龙约8万㎡大型购物中心，距离项目200m",① 商业：项目自带4200平商业，大德世贸广场，北站宝龙城，高新宝龙城，万科里商业，滨海新城邻里中心园广场等② 休闲娱乐：珠海高尔夫球场，翠湖高尔夫球场，珠海国际赛车场，亚洲红树林湿地公园，凤凰山③ 城市园林：中珠景观河区，半圆之园中央公园，景观长廊④ 现代产业：金山软件、魅族手机、YY 直播、国机机器人，珠海大数据中心，中以加速器，汇金科技等,3.0元/㎡,珠海高盛物业管理有限公司
2281,8,/first/2281/,https://img.0756fang.com/Upload/Dictionary/2022-10/s0A4DA55AA3E44D9C90BCC3B8170C2AB2.jpg/w600,港湾天际,在售,住宅,高新区前湾二路399,29000,珠海市高新城市建设有限公司,多维交通路网，内畅外连：五大机场：珠海金湾机场、广州白云机场、深珠宝安机场、香港国际机场、澳门国际机场，畅通世界湾区快线：港珠澳大桥、深中通道（建设中）、深珠通道（规划中）城际轨道：广珠城轨、南中珠城际（规划中）高速公路：京珠高速、西部沿海高速海上高速：唐家港码头（建设中）直通市区：港湾大道、情侣北路、兴业快线、金琴快线，无缝链接市区,全龄段优质教育资源，家门口的好学校 幼儿园：启乐、大同、蔚海、港湾、前环、云海、容闳幼儿园等，幼儿上学无忧。中小学：项目学区划分为中大附中附小，仅一路之隔，目送式上学。高校：中山大学珠海校区、北师大珠海校区、北理工、UIC、格力职业学院等均选址唐家。,周边拥有多个代表性休闲旅游目的地—国家历史文化名镇唐家古镇、兼具自然风光及红色精神的淇澳岛、有着270多年的历史的“珠海最美乡村”会同古村、古朴的凰山古道、风景优美的红花山森林公园等，不出区内也能享受大好风景风光。,港湾天际项目自带4万㎡高端商业配套，将引进各类特色品牌，精品超市、巨幕影院、时尚零售、特色餐饮、休闲体验、儿童娱乐等多元业态。周边繁华商圈荟萃，港湾一号、Coast Park、唐家市场商圈、唐家古镇商业街、高新宝龙城商圈在侧，让您时刻可触摸最舒适、最便捷的城市生活。,山海间、公园旁，高新区最宜居高端居住区地处高新区内最宜居板块及公园配套最集中的居住板块，项目临近石坑山，远眺伶仃洋，尽享山海资源。5大公园（中山公园、后环公园、绿洋湾公园、半岛驿站公园、格力海岸滨海公园）及2大公共沙滩（唐家湾沙滩、绿洋湾沙滩）环绕，闲暇之余可散步，放风筝、露营聚会、进行各项球类运动，可满足您一家人的休闲运动需求。,3.0元/㎡,高新建投
2159,8,/first/2159/,https://img.0756fang.com/Upload/Dictionary/2021-06/s0E1E522E00064F75880CB677EF45C9A5.jpg/w600,北站宝龙广场,不在售,住宅,珠海市北城西一路28,22000,珠海宝龙洪信房地产开发经营有限公司,深珠通道30分钟直达前海，兴业快线15分钟直达主城区，金琴快线30分钟贯通珠海，两大轻轨站：珠海北站，唐家站，公交站城轨珠海北站：3A 72A 989 998 K1惠景慧园：3a 989 998 k1海岸生活区：3a 72a 998,一站式全龄教育 5幼3小2中1高4大学：中山大学、北理工、北师大、UIC、礼和中学（在建）、金鼎第一小学、礼和小学 、唐家湾幼儿园等，学风优良醇厚，孩子成长无忧；更自带高端幼儿园，成长第一站即享优渥。,摩登年轻力 约4万㎡不打烊潮流商街 建面约20-200㎡潮流商街24+1小时的精彩：港式早茶、深夜食堂、萌宠、时尚买手店等新锐生活方式集合街区，小酒吧、茶坊、西餐厅、网红美食……繁华自成，每天多出一小时，享受不打烊的都会精彩。与商业MALL互补共赢：近邻商业MALL，名副其实的消费旺场，商家和消费者共享繁华盛景，实现多方共赢。,繁华年轻力 约8万㎡全业态购物中心 宝龙商业100%自持,"生活配套：项目1km有菜肉市场和一级邻里中心市场，同时自带10万㎡全时区商业旗舰（MALL+商业步行街）,足以满足您得日常生活所需。休闲娱乐配套：国际赛车场、翠湖高尔夫球场、淇澳岛湿地公园及唐家湾古镇。6大公园环伺：咫尺绿谷中轴景观带、约1.5公里即达珠海名片情侣北路；半圆之园公园、湿地公园等，尽享都市森呼吸绿生活。周边医院：周边有中大五院、珠海高新区人民医院，明年在南方软件园附近修建",3.0元/㎡,宝龙物业
2258,8,/first/2258/,https://img.0756fang.com/Upload/Dictionary/2022-04/s08E18BEDE6DA40F6BB42688FF15C3391.jpg/w600,华润置地广场,不在售,住宅,高新区新湾五路121,23000,珠海市润地房地产有限公司,粤港澳大湾区深珠通道落脚点；距离广珠城际轻轨唐家北站700米、距离珠海情侣路金边海岸900米；项目出发30分钟通过深珠通道抵达深珠前海；项目出发20分钟通过金琴快线北延长线到达深中大桥；项目出发20分钟通过金琴快线、兴业快线通往珠海老城区																						粤港澳大湾区深珠通道落脚点；距离广珠城际轻轨唐家北站700米、距离珠海情侣路金边海岸900米；项目出发30分钟通过,一站式全龄教育 5幼3小2中1高4大学：中山大学、北理工、北师大、UIC、礼和中学（在建）、金鼎第一小学、礼和小学 、唐家湾幼儿园等，学风优良醇厚，孩子成长无忧；更自带高端幼儿园，成长第一站即享优渥。,登年轻力 约4万㎡不打烊潮流商街 建面约20-200㎡潮流商街24+1小时的精彩：港式早茶、深夜食堂、萌宠、时尚买手店等新锐生活方式集合街区，小酒吧、茶坊、西餐厅、网红美食……繁华自成，每天多出一小时，享受不打烊的都会精彩。与商业MALL互补共赢：近邻商业MALL，名副其实的消费旺场，商家和消费者共享繁华盛景，实现多方共赢。,繁华年轻力 约8万㎡全业态购物中心 宝龙商业，华润打造润街100%自持,"生活配套：项目1km有菜肉市场和一级邻里中心市场，同时自带10万㎡全时区商业旗舰（MALL+商业步行街）,足以满足您得日常生活所需。休闲娱乐配套：国际赛车场、翠湖高尔夫球场、淇澳岛湿地公园及唐家湾古镇。6大公园环伺：咫尺绿谷中轴景观带、约1.5公里即达珠海名片情侣北路；半圆之园公园、湿地公园等，尽享都市森呼吸绿生活。周边医院：周边有中大五院、珠海高新区人民医院，明年在南方软件园附近修建",3.0元/㎡,华润物业
2248,8,/first/2248/,https://img.0756fang.com/Upload/Dictionary/2022-04/s793ADE14A8024D99AE84755024E8DE1F.png/w600,美的宝龙城,不在售,住宅,珠海市金业北路125,25000,美的置业,OD智能城市综合体 脉通大湾区公交——紧临珠海北站公交总站，轻松通达全市轻轨——珠海北站就在家门口，接驳湾区核心城市公路——2公里达深珠通道（规划中）、深中通道、港珠澳大桥20分钟车程三桥鼎立，紧临京珠、广澳两条高速直连中山、广州；金琴、兴业（预计2021年底通车）两条快线交汇，通达横琴机场——60分钟环五大机场（广州白云机场、深圳宝安机场、香港国际机场、澳门国际机场、珠海金湾,幼儿园到大学 全龄配套 教育无忧幼儿园——项目配建社区幼儿园小学——礼和小学、北师大附属小学、香洲一小、金鼎小学、金凤小学、中山大学附属小学、中学——金鼎中学、北师大附中，礼和中学、珠海英华剑桥国际学校大学——中山大学、北师大珠海分校、北理工珠海分校、UIC联合国际学院,半圆之园公园、门之园景观公园（规划中）、中珠渠景观带（在建）、景观长廊（规划中）之外，还可近享绿洋湾白沙滩、绿洋湾体育公园（华发代建）、淇澳岛红树林湿地公园、半岛驿站公园、唐家湾滨海公园、格力海滨公园（游艇码头建设中）、翠湖高尔夫、香山艺术馆、国际赛车场等,高新宝龙城、北站宝龙城、大德世贸广场，片区内还有三大旧改商业综合体已动工……,国际赛车场、翠湖高尔夫球场、淇澳岛湿地公园及唐家湾古镇。6大公园环伺：咫尺绿谷中轴景观带、约1.5公里即达珠海名片情侣北路；半圆之园公园、湿地公园等，尽享都市森呼吸绿生活。周边医院：周边有中大五院、珠海高新区人民医院，明年在南方软件园附近修建,3.0元/㎡,美的物业
70,8,/first/70/,https://img.0756fang.com/Upload/Dictionary/2020-04/sCAF6280F2EDE4CDB8B49007837B21AC9.jpeg/w600,万科红树东岸,不在售,住宅,高新区金星路228号,29000,珠海经济特区恒盛房地产开发有限公司,广珠轻轨、港珠澳大桥、深中通道、港湾大道、广澳高速、金峰路、金凤路、公交路线：3路、3A、10、10A、66路、68路、69路。,中山大学珠海校区、北京师范大学珠海分校、北京理工大学珠海分校、北京师范大学附属中学、小学。,国际赛车场、高尔夫、唐家文化广场、淇澳岛湿地公园。,唐家湾镇中心、唐家市场、唐人街、东岸市场、华润万家便利超市、好旺家百货。,国际赛车场、高尔夫、唐家文化广场、淇澳岛湿地公园。,3.0元/㎡,万科物业服务有限公司
1470,8,/first/1470/,https://img.0756fang.com/Upload/Dictionary/2020-06/s63E5EFC570394B3B91CC2DCBDB23CD51.jpg/w600,恒大云锦,不在售,住宅,香洲区金埔路360号,23000,珠海金塘投资有限公司,"10a路, 69路, 70路, 72a路, k3路, 珠海北站专线或乘K1、K2、K3、10A、10、3A、3、66、68、69到南方软件园站下",金凤小学、金凤中学、珠海高新区金鼎第一小学、北京师范大学珠海分校、北京理工大学珠海学院、礼和小学  金鼎中学  。,珠海翠湖高尔夫球会，唐家市场，金鼎市场 医院：中大五院 沿街商业、会所、国际会展中心。,宝龙城商业中心，5分钟纵享繁华商业圈。科创发源地，汇聚大学园区、信息港商业配套。,唐家共乐园 、唐家湾影剧院 、新时代电影院 、MIN影院(、小天才儿童乐园、哈哈乐园，珠海翠湖高尔夫球会,3.0元/㎡,恒大金碧物业
2016,8,/first/2016/,https://img.0756fang.com/Upload/Dictionary/2020-07/s006BFCAB5835420FB7E3BAB9E4FCA903.jpg/w600,高新宝龙城,不在售,商办,高新区创新一路9号 ,13000,珠海宝龙置业有限公司,可乘坐3a路；3路；66路；68路；70路；72A路；826-5路；B9路；K1路；K2；珠海北站专线A路到达港湾大道“官塘”公交站下车，步行500米到达销售中心。,礼和小学、金鼎中学、北师大学，北理工大学。金鼎中学，金鼎第一小学。,整个规划是以TOD小镇打造，周边有住宅、高端技术性产业、医疗、教育、交通为重点打造。,三和购物广场，益惠生活广场，惠益百货，未来项目内规划近9万平方米的购物中心、项目建成后将弥补唐家没有城市综合体的空白，将建成集居住、办公、休闲、娱乐、购物功能于一体的高新区标杆性的商业综合体，也将成为唐家的新核心商业区。,项目周边有和记餐厅、大石浦餐厅、展记羊庄、渔记茶餐厅等；项目附近影院有环球星梦影院、中影face影院等；同时项目附近还有红馆KTV、金康怡保健会所，山水湾足浴保健中心等娱乐配套，应有尽有。珠海赛车俱乐部，荣一超市酒店酒楼、珠海四季公馆酒店，中山公园，大镜山公园，海岸延长线，半圆之园景观公园,3.0元/㎡,宝龙物业
1165,8,/first/1165/,https://img.0756fang.com/Upload/Dictionary/2018-06/7542ab8f-931f-4564-9113-38bfe2da1a17.jpg/w600,仁恒滨海半岛,不在售,住宅,一期：香洲区半岛六路,34000,仁恒置业,68路，k2，k1，3A，10A，,新加坡馨乐园幼儿园，八一幼儿园，华福幼儿园，三鑫小学，三鑫中学，北大附小，北大附中。,仁恒滨海半岛打造的是一个拥抱山，海，岛，城自然景观的国际化高端社区。西靠石坑山城市森林公园，东南面沿情侣北路呈半岛延伸入海，让生活体验山景与海景资源。,唐家唐人街，唐家综合市场。仁恒商业街。,珍珠乐园，淇澳岛。,3.0元/㎡,仁恒物业
2178,8,/first/2178/,https://img.0756fang.com/Upload/Dictionary/2021-09/s69C30FD560684F2C8D79AF6E9D54CA02.jpeg/w600,华发悦谷,不在售,住宅,高新区北城东四路28,27000,珠海华健房地产开发有限公司,989路，998路，3A路，69路。,项目西侧规划小学，东侧规划幼儿园、中学用地，一路之隔3所学校，周边规划8所幼儿园、6所小学、2所初中、1所高中合计17所学校，其中礼和小学已经开学，礼和中学建设中。,半圆之园公园、门之园景观公园（规划中）、中珠渠景观带（在建）、景观长廊（规划中）之外，还可近享绿洋湾白沙滩、绿洋湾体育公园（华发代建）、淇澳岛红树林湿地公园、半岛驿站公园、唐家湾滨海公园、格力海滨公园（游艇码头建设中）、翠湖高尔夫、香山艺术馆、国际赛车场等,高新宝龙城、北站宝龙城、大德世贸广场，片区内还有三大旧改商业综合体已动工……,半圆之园公园、门之园景观公园（规划中）、中珠渠景观带（在建）、景观长廊（规划中）之外，还可近享绿洋湾白沙滩、绿洋湾体育公园（华发代建）、淇澳岛红树林湿地公园、半岛驿站公园、唐家湾滨海公园、格力海滨公园（游艇码头建设中）、翠湖高尔夫、香山艺术馆、国际赛车场等,3.0元/㎡,华发物业
2106,8,/first/2106/,https://img.0756fang.com/Upload/Dictionary/2020-12/s2383318F2E8246FE97E4E428516DE2A1.jpg/w600,天地源上唐府,不在售,商办,高新区兴和西路68号,27000,珠海天地源置业有限公司,珠海：港湾大道-金峰北路-兴南路，驱车共30分钟广州：广珠西线高速-珠三角环线高速-广澳高速-广澳高速珠海支线-港湾大道-金峰北路-兴南路，驱车共1小时51分钟到达深圳：蛇口港乘船——航程60分钟，打车约30分钟到达；未来：深中大桥——本案，驱车约1小时到达深珠通道——本案，驱车约30分钟到达香港：香港中港城码头——九洲港，航程70分钟，打车约30分钟到达；香港港澳码头——,唐家湾中心幼儿园，红树林幼儿园，礼和小学，金鼎一小，金凤小学，唐家中小学，金鼎中学，北师大-浸会大学联合国际学院，中山大学，北师大，北理工，三鑫双语学校。,项目周边坐拥全能生活配套，繁华商业：综合体大德世贸广场、宝龙广场购物中心和万科里；全龄教育：红树林幼儿园、礼和小学、礼和中学、哈罗公学、北理工、北师大和中山大学；齐全医疗：金鼎人民医院、珠海高新区人民医院和中山大学附属妇女儿童医院！,繁华商业：综合体大德世贸广场、宝龙广场购物中心和万科里。,唐家古镇，共乐园，会同村，情侣北路，翠湖高尔夫球场，珠海国际高尔夫俱乐部，珠海国际赛车场。珠海旭日湾巢酒店，维也纳国际酒店，7天连锁酒店，静云公馆。,3.0元/㎡,深圳天地源物业服务有限公司珠海分公司（天地源旗下物
2160,8,/first/2160/,https://img.0756fang.com/Upload/Dictionary/2021-06/s28104C1B91BE425A82678BD1B9E993BD.jpg/w600,仁恒河滨花园,不在售,住宅,科技创新海岸北围片区,31000,珠海仁恒和远置地有限公司,【交通】两高速：京珠、广澳双高速，两快线：兴业快线（在建中）、金琴快线，三大桥：深珠通道（规划中）、深中通道（在建中）、港珠澳大桥双轨道：广珠城轨、珠海北站,【教育】小学：礼和小学、北师大附属小学、香洲一小等；中学：金鼎中学、北师大附中、礼和中学等；大学：北师大珠海分校、中山大学珠海校区等。,中珠渠景观带（在建中）、淇澳岛湿地公园、滨海景观带、门之园景观公园（规划中）、景观长廊（规划中）、半圆之园景观公园（在建中）。【医疗】3公里范围内可达金鼎人民医院、珠海高新区人民医院，一六八医院等医疗配套。,2公里范围内商圈辐射。拥北站宝龙城、高新宝龙城及大德世贸广场三个城市级的综合体。,2公里范围内商圈辐射。拥北站宝龙城、高新宝龙城及大德世贸广场三个城市级的综合体。,3.0元/㎡,仁恒物业公司
2243,8,/first/2243/,https://img.0756fang.com/Upload/Dictionary/2021-12/s4C6C5B62977B4BA0A837CA4602FCD2E1.jpg/w600,蓝湾智岛,不在售,商办,香洲区唐家湾镇蓝海巷,14300,华发实业有限公司,"大湾区核心都市圈,深珠合作区,前环总部片区，两轨三桥四干道，启幕粤港澳大湾区总部枢纽广珠城轨、地铁18号线&#183;深珠通道、深中通道、港珠澳大桥&#183;金琴高速、兴业快线、情侣路、港湾大道",幼儿园：云海幼儿园、高新区第三幼儿园、高新区海怡湾伊顿幼儿园、新加坡新乐园幼儿园高、中、小学：珠海中山大学附属中小学、前环小学、珠海北大附属实验学校高等学府：中山大学珠海校区、北京师范大学珠海校区、北京理工大学珠海分校唐家湾前环片区为未来珠海高端居住片区，周边大型社区众多，相应配套一应俱全。,格力海岸滨海公园、前环公园、后环公园、半岛驿站公园、淇澳红树林湿地公园、唐家湾沙滩公园（已建成）；体育公园、郊野公园、社区公园、城市公园（规划）。唐家湾沙滩（车程5min）后环公园（车程7min）其中，与项目一路之隔的格力海岸滨海公园占地18万平方米，是一个集娱乐休闲、有氧运动、观海艺术、观景功能为一体的城市海岸公园。公园内运动场地多种多样，提供骑行、足球、篮球、网球、滑板、放风筝等多种运,格力海岸6.8万㎡的商业综合体，再加12万㎡商业综合体。宝龙广场。,格力海岸滨海公园、前环公园、后环公园、半岛驿站公园、淇澳红树林湿地公园、唐家湾沙滩公园（已建成）；体育公园、郊野公园、社区公园、城市公园（规划）。唐家湾沙滩（车程5min）后环公园（车程7min）其中，与项目一路之隔的格力海岸滨海公园占地18万平方米，是一个集娱乐休闲、有氧运动、观海艺术、观景功能为一体的城市海岸公园。公园内运动场地多种多样，提供骑行、足球、篮球、网球、滑板、放风筝等多种运,13.0元/㎡,华发物业
1454,8,/first/1454/,https://img.0756fang.com/Upload/Dictionary/2020-04/s80A8272834F54EA6B1A99C2CEFA50392.jpg/w600,万科翡翠中央,不在售,住宅,翡玲苑：金业南路19,26000,珠海市万恒众悦房地产开发有限公司,989路，998路，3A路，69路。,礼和中学，礼和小学，红树林幼儿园，金海幼儿园，金鼎中学、北师大学，北理工大学。,唐家北围项目整个规划是以TOD小镇打造，周边有住宅、高端技术性产业、医疗、教育、交通为重点打造。,金鼎市场，华润万家，宝龙城商业。,半圆之园公园、湿地公园等六大主题公园，海岸延长线。,3.0元/㎡,万科物业
34,8,/first/34/,https://img.0756fang.com/Upload/Dictionary/2018-07/180721130503431BFED81E7846A39AB1.jpg/w600,格力海岸三期,不在售,住宅,香洲区云海路368号,45000,珠海格力房产有限公司,3路、10路、10A路、66路公交车,唐家小学。唐家中学，中山大学,情侣北路唐家湾新城核心片区，周边千米范围内五大主题公园萦绕，郊野公园、体育公园、城市公园、社区公园、滨海公园,华润便利超市，唐家农贸市场,唐人街，红树林，情侣路,4.5元/㎡,格力物业
1284,8,/first/1284/,https://img.0756fang.com/Upload/Dictionary/2019-05/793b90bb-9d18-4884-a659-65f9639eab81.png/w600,格力海岸五期,不在售,住宅,香洲区云海路99号 ,34000,珠海格力房产有限公司,3路、10路、10A路、66路公交车,唐家小学。唐家中学，中山大学,情侣北路唐家湾新城核心片区，周边五大主题公园萦绕，郊野公园、体育公园、城市公园、社区公园、滨海公园,华润便利超市，唐家农贸市场,唐人街，红树林，情侣路,4.5元/㎡,格力物业
1151,8,/first/1151/,https://img.0756fang.com/Upload/Dictionary/2020-04/s3EE48847F2524313A628E9F8DBCAC3DB.jpg/w600,泰盈玖悦湾,不在售,住宅,香洲区前岛环路118,36000,珠海天泉房地产开发有限公司,3路、10路、10A路、66路公交车,大学园区集结了北师大、北理工、中大附中、附小、三鑫双语学校等知名学府。,周边范围内六大主题公园萦绕：淇澳岛湿地公园、郊野公园、体育公园、城市公园、社区公园、滨海公园，其中南中国海沿岸规划为生态滨海公园，设计观海绿色长廊。,华润便利超市，唐家农贸市场,唐人街，红树林，情侣路,3.0元/㎡,裕和物业
1355,8,/first/1355/,https://img.0756fang.com/Upload/Dictionary/2019-12/a5754669-891d-428e-a130-a7999dd10ebf.jpg/w600,招商雍华府,不在售,住宅,高新区新湾七路8号 ,25500,招商集团,"K1,路，3A路，珠海北站。",容宏幼儿园，礼和小学，礼和中学、珠海北大，珠海北理工，珠海北师大，哈罗中学，北大附中附小。,无边际游泳池，儿童游乐场小区共享汽车，公共WiFi雅居乐国际花园，万科翡翠郡，龙湖天钜。,唐家市场，金鼎市场，海湾大酒楼,淇澳岛，滨海公园，红树林湿地公园，小区一期会所。,3.0元/㎡,招商物业
1272,8,/first/1272/,https://img.0756fang.com/Upload/Dictionary/2019-04/a9222134-a6f4-49b7-9af3-3619438b1672.jpg/w600,惠景畅园,不在售,住宅,高新区金尚路33号 ,21000,珠海唐家湾城区综合开发有限公司,3路；10路；66路；68路；70路；989路,礼和小学、金鼎中学、北师大学，北理工大学。,整个规划是以TOD小镇打造，周边有住宅、高端技术性产业、医疗、教育、交通为重点打造。,金鼎市场，唐家广场。,圣罗兰茶餐厅；骑龙海鲜酒家；洞庭湖饭庄，海岸延长线，半圆之园景观公园,2.8元/㎡,珠海高新物业
2110,8,/first/2110/,https://img.0756fang.com/Upload/Dictionary/2020-12/sAAFDA2D5590547C0A306564A838AC3F1.jpg/w600,凯旋盛景花园,不在售,住宅,高新区盛景街1号  ,26000,珠海市中洲房地产开发有限公司,兴业快线：车程 7 分钟到老香洲，13 分钟到吉大，20 分钟到人工岛，自大桥口岸便捷通往港澳金琴快线：车程 7 分钟到新香洲，21 分钟到横琴，自横琴口岸便捷通往澳门,2 公里内，拥有北师大/北理工/北师港浸大等 3 所大学以及外国语学校/北师大附中/金鼎中学/金凤小学/英国哈罗礼德学校等 5 所高水平中小学,珠海翠湖高尔夫球会，凤凰山，北理工，北师大，南方软件园。,信息港，宝龙城商业。,凤凰山森林公园：珠海最大城市绿肺，集旅游/观光/休闲及科普教育于一体的【6万亩凤凰山森林公园】赛车场综合体：总占地超100万㎡ ，赛车主题乐园/博物馆/文化馆/商业街/酒店/城市及生活配套翠湖里商业小镇：总建面约5.7万㎡的公园式精品商业，并统一管理统一运营，高品质特色商业街,3.0元/㎡,御景物业
1286,8,/first/1286/,https://img.0756fang.com/Upload/Dictionary/2019-05/2a762245-f52a-476a-8486-f2cad4c61f5a.jpg/w600,惠景和园,不在售,住宅,高新区金盛路79号 ,24500,珠海市高新置业发展有限公司,3路；10路；66路；68路；70路；989路,礼和小学、金鼎中学、北师大学，北理工大学。,整个规划的打造，周边有住宅、高端技术性产业、医疗、教育、交通为重点打造。,金鼎市场，唐家广场。,圣罗兰茶餐厅；骑龙海鲜酒家；洞庭湖饭庄，海岸延长线，半圆之园景观公园,2.8元/㎡,港湾物业
2109,8,/first/2109/,https://img.0756fang.com/Upload/Dictionary/2020-12/sF19C89F663C34FB99934219879788B45.png/w600,华润公元九里,不在售,住宅,高新区北城东一路33,26500,珠海市润地房地产有限公司,989路，998路，3A路，69路。,礼和小学、金鼎中学、北师大学，北理工大学。,唐家北围项目整个规划是以TOD小镇打造，周边有住宅、高端技术性产业、医疗、教育、交通为重点打造。,宝龙城商业，金鼎市场。,海岸延长线，半圆之园景观公园。宝龙城商业,3.0元/㎡,华润物业
1453,8,/first/1453/,https://img.0756fang.com/Upload/Dictionary/2020-04/s0BB9937B5F764EA68D6F78C78253CB98.png/w600,万科第五园,不在售,住宅,高新区兴南路733号,26800,珠海市万恒众悦房地产开发有限公司,项目距深珠通道出口1.6km（规划中），双交通便利出行，乘轻轨至前海仅需15分钟（驱车约30 分钟），西临珠海北站约500米，处唐家TOD新城，集“两桥（深珠、深中）、地铁（18号线、2号线）、城轨、有轨电车、高速路、快速路（兴业、金琴快线）”于一身的大湾区交通枢纽地带，未来契机无限。公交：989路，998路，3A路，69路。,礼和小学、北师大附属小学、唐家小学、金鼎小学；中学有：礼和中学、金鼎中学、北师大附中，大学：北师大、北理工、UIC,唐家北围项目整个规划是以TOD小镇打造，周边有住宅、高端技术性产业、医疗、教育、交通为重点打造。,1km范围内涵盖“20万㎡拟建商业地块”，大型商业、办公综合体——大德世贸广场，集大型购物中心、超市、电影院、美食广场等于一体的“宝龙城”。,一线中珠渠河景，向东漫步阳光海岸线，小憩半圆公园，散心红树林湿地、更有乐享6大主题公园萦绕。,3.0元/㎡,万科物业
1324,8,/first/1324/,https://img.0756fang.com/Upload/Dictionary/2019-09/77e717e1-e686-44fe-8dfb-ecfcab5d1cce.jpg/w600,大德世贸广场,不在售,商办,香洲区新湾六路21号,21000,河南大地集团,珠海北站,容宏幼儿园，礼和小学，,滨海公园，红树林湿地公园,唐家市场，金鼎市场，会所超市，海湾大酒楼,滨海公园，红树林湿地公园，唐家市场，金鼎市场，会所超市，淇澳岛，海湾大酒楼,6.0元/㎡,河南领创
1224,8,/first/1224/,https://img.0756fang.com/Upload/Dictionary/2018-10/af7593d9-708e-473c-9a90-bd190064b7cb.png/w600,凤凰兰亭,不在售,住宅,高新区软件园路6号 ,24000,珠海南方软件园发展有限公司,乘K1、K2、K3、10A、10、3A、3、66、68、69到南方软件园站下,礼和小学  金鼎中学  北师大  北理工  ,周边配套：学校：唐家小学、北京师范大学珠海分校附属中学 综合商场：唐家市场，金鼎市场 医院：中大五院 沿街商业、会所、幼儿园,百嘉商场(788米) 、OK便利店(831米) 、汇客超市(1193米) 、百佳超级市场(1350米) 、天广百货(1482米) 、东岸农贸综合市场(1543米) 、Mmz(1712米),唐家共乐园(1462米) 、唐家湾影剧院(2247米) 、新时代电影院(2440米) 、MIN影院(2511米) 、小天才儿童乐园(2511米) 、哈哈乐园(2511米),2.8/㎡,深圳桑达物业发展有限公司
130,8,/first/130/,https://img.0756fang.com/Upload/Dictionary/2018-04/c631f476-0596-4901-88c1-7ea021d5aa15.jpg/w600,华发蔚蓝公馆,不在售,住宅,香洲区情侣北金月路6,27000,珠海华发房地产开发有限公司,z76、69、k3、3a、3路,北师大珠海附小、附中，三鑫双语学校。,情侣北路唐家湾新城核心片区，周边千米范围内五大主题公园萦绕，郊野公园、体育公园、城市公园、社区公园、滨海公园,华润便利超市，唐家农贸市场。,唐人街，红树林，情侣路、唐家广场，淇澳岛，半岛公园，滨海公园等。,2.5/㎡,珠海市正方综合物业管理有限公司 
