id,district,sub_url,photo,build_year,house_name,address,price,property_company,developer,property_fee,house_type,surr_envi,surr_school,surr_trafic,surr_business,surr_entertain
1687,3,/loupan/1687.html,https://img.0756fang.com/Upload/Fang/2021-09/s3E17F1FA18064DA0BD47E72D9832959E.jpg/260X170,1999,幸福街水仙巷,          ,26007,,,0.0 元/平米*月,住宅,香洲百货，尚都百货，邮政大厦，扬名广场吉之岛；朝阳市场，,一中一小,2路、6路、8路、26；路、605路等，到邮政大厦站,丹田广场、来来超市，批发街，香洲百货、吉之岛购物广场、百分百超市、明和百货等,香凤社区图书馆、朝阳市场、湾仔沙电脑城、珠海大会堂
2075,3,/loupan/2075.html,https://img.0756fang.com/Upload/Dictionary/2019-01/d5cfcf86-32e7-430e-bb4e-cbd5057605ef.jpg/260X170,1989,凤凰北路住宅,凤凰北路散户住宅楼全,14500,,,0.0 元/平米*月,住宅,香洲百货，尚都百货，邮政大厦，扬名广场吉之岛；朝阳市场，，茂业百货，新一佳,紫荆中学，香洲一小，第三小学，第七中学，第七小学,2路、6路、8路、26；路、605路等，到邮政大厦站,丹田广场、香洲百货、吉之岛购物广场、百分百超市、明和百货等,香凤社区图书馆、朝阳市场、湾仔沙电脑城、珠海大会堂
1842,3,/loupan/1842.html,https://img.0756fang.com/Upload/Dictionary/2019-02/f49b0787-3137-4754-9b00-001f2c9550eb.jpg/260X170,1995,幸福小苑,香洲区狮山路84号 ,23300,,,0.8 元/平米*月,住宅,香洲百货，尚都百货，邮政大厦，扬名广场吉之岛；朝阳市场,一中一小,2路、6路、8路、26；路、605路等，到邮政大厦站,丹田广场、香洲百货、吉之岛购物广场、百分百超市、明和百货等,香凤社区图书馆、朝阳市场、湾仔沙电脑城、珠海大会堂
4565,3,/loupan/4565.html,https://img.0756fang.com/Upload/Dictionary/2019-02/afbfdae6-d9ba-43eb-bdd4-98d4b7d793bc.jpg/260X170,2012,双水湾,香洲区情侣中路385,42324,珠海都市物业管理有限公司,世纪都市,3.5 元/平米*月,住宅,老香洲情侣路100米,近紫荆中学,2、3、6、7、8、12、14、26、56、69、99、204、605路公交车,扬名广场吉之岛、香洲百货、华润万家,情侣路醉美海岸线。对面就是上野狸岛日月贝的路口 野狸岛可以散步、健身、观海、赏花、拍晚霞，见证日出听海浪的声音，一圈3公里，其乐无穷！附近还有野狸岛海岛歌剧院，香洲游艇码头、海边情侣中路、海滨公园、石景山公园、海滨浴场、珠海渔女、香炉湾 珠海大会堂
6,3,/loupan/6.html,https://img.0756fang.com/Upload/Dictionary/2018-11/0c1fca2b-3c5c-4c04-9ede-689253c731c1.jpg/260X170,1999,白玫瑰花园,香洲区海虹路1号  ,25982,白玫瑰物业,不详,0.5 元/平米*月,住宅,交通方便、生活便利。,幼儿园：财务幼儿园、华南名宇幼儿园；中小学：香洲第一小学、珠海市第三小学、壮林小学、珠海市一中初中部,32路、10路、10A路，到华子石东下；,华润万家、珠海百货、尚都百货、吉之岛广场、 通大百货、 新一佳,朝阳市场、卫农市场、凤凰市场等；
32,3,/loupan/32.html,https://img.0756fang.com/Upload/Dictionary/2018-09/070028a4-a447-4532-a187-2c39eeaf509b.jpg/260X170,1996,凤凰公寓,香洲区镜新二街56号,22000,,,0.0 元/平米*月,住宅,周边发展齐备，生活所需均在步行范围，距离吉之岛、华润万家等大型综合商场距离均较近。,◆幼儿园：金路艺术幼儿园、机关第二幼儿园、卫生幼儿园◆中小学：珠海市第三小学、香洲一小、香洲第七中学、珠海紫荆中学◆大学：珠海广播电视大学,凤凰北巴士站,明和百货、珠都百货、华润万家、茂业百货、为农市场、南坑市场等,青春社区图书室
171,3,/loupan/171.html,https://img.0756fang.com/Upload/Dictionary/2019-02/69c300f0-97bc-4bf5-bb90-2ed5d6762b91.jpg/260X170,2003,阳光都市,香洲区狮山路383号,22000,珠海市三好物业管理有限公司,三好房产开发有限公司,1.2 元/平米*月,住宅,香洲总站附近，周边环境都比较不错，是市区的黄金地段,近三中学校500米，近四小学校200米,香洲总站，多路公交线路，602.605.601.603.609..1.2.3.4.5.6.7.8.9.10.11.12.13.14路等，,香洲南厦商业步行街，茂业百货，通大百货,周边配套茂业百货，香山公园
173,3,/loupan/173.html,https://img.0756fang.com/Upload/Dictionary/2019-01/dd33073b-3c4e-4aeb-9125-0695408f3470.jpg/260X170,1983,银香新村,香洲区夏美路203号,17881,珠海市邮政宿舍单位房,邮政宿舍,0.5 元/平米*月,住宅,周边属于住宅区，环境很好，有管理,近三中学校400米路程，近四小学校100米,香洲总站，珠海全路线均有,香洲茂业百货，新一佳，通大百货,周边有香山公园，有南厦步行街，
120,3,/loupan/120.html,https://img.0756fang.com/Upload/Dictionary/2018-09/06228d2a-85fc-43b7-9f83-77657971412c.jpg/260X170,1993,前进一街,前进一街      ,17500,街道办,市房产公司,0.0 元/平米*月,住宅,交通便利，生活方便,幼儿园：财务幼儿园、华南名宇幼儿园；中小学：香洲第一小学、珠海市第三小学、壮林小学、珠海市一中初中部,3路、4路、5路、7路、12路、14路、16路，到凤凰北,华润万家、珠海百货、尚都百货、吉之岛广场、 通大百货、 新一佳,朝阳市场、卫农市场、凤凰市场等；
38,3,/loupan/38.html,https://img.0756fang.com/Upload/Dictionary/2020-07/sD713329648644421B12A5C0BDBCA89B3.jpg/260X170,2005,格林春天,香洲区银桦路88号 ,38701,葆力物业,珠海金力房地产开发有限公司,1.0 元/平米*月,住宅,格林春天由三栋小高层精心规划布局而成，似围非围，将合未合；外形现代舒展， 空间明透，让通风、采光、景观及空间感尽致融合。 小区楼宇间距适宜，保证户与户之间的距离，限度地做到人车分流，保持小区空气指数和住户安全。 小而精致的园林规划有机地与建筑融为一体，既满足户户有景，又保证了小区休闲活动空间。,二中和香华小学,7.23.26.,888商业街、茂业商场、好又佳超市、丹田广场等,香洲科技馆、民润市场、香洲区教育局、香洲艺术中心、泰锋电器、珠海书城，民润市场等小区内部配套：休闲健身设施，花坛。
12,3,/loupan/12.html,https://img.0756fang.com/Upload/Dictionary/200910252110308957.jpg/260X170,1999,碧湾花园,香洲区乐园路88号 ,28698,碧湾物业,碧湾物业,1.0 元/平米*月,住宅,商场学校市场银行应有尽有，3分钟生活圈,幼儿园：金路艺术幼儿园；中小学：香洲区第一小学、香洲区第四小学、珠海第七中学、珠海紫荆中学,2路、6路、8路、26；路、605路等，到邮政大厦站,丹田广场、香洲百货、吉之岛购物广场、百分百超市、明和百货等,野狸岛海岛歌剧院，香洲游艇码头、海边情侣中路、海滨公园、石景山公园、海滨浴场、珠海渔女、香炉湾 珠海大会堂
58,3,/loupan/58.html,https://img.0756fang.com/Upload/Dictionary/2018-11/1b67bb91-a3e4-4cae-a833-4d17acf05773.jpg/260X170,1993,胡椒园,香洲区兴华路33号 ,17000,安城物业,珠海二城房地产开发商,0.5 元/平米*月,住宅,项目位于老香洲成熟繁华商圈，商圈学校林立。,幼儿园：珠海三幼；中小学：紫荆中学桃园分校、香华小学；大学：珠海广播电视大学；,5路，6路，8路，K9路，K6路，201路，204路，32路，55路，99路，到紫荆园站；,新一佳百货、茂业百货、通大百货,商场：新一佳紫荆店；医院：桃园社区卫生服务站；邮局：柠溪邮局；银行：中国银行；其他：华发健身广场、南坑市场等；
2076,3,/loupan/2076.html,https://img.0756fang.com/Upload/Dictionary/2019-01/1e686778-231d-410b-ac6e-14758390916e.jpg/260X170,1990,沿河东路,沿河东路      ,18195,,,0.0 元/平米*月,住宅,周边发展齐备，生活所需均在步行范围，距离扬名广场、华润万家等大型综合商场距离均较近。,◆幼儿园：金路艺术幼儿园、机关第一幼儿园、卫生幼儿园◆中小学：珠海市第三小学、香洲一小、香洲第七中学、珠海紫荆中学◆大学：珠海广播电视大学,凤凰北巴士站,明和百货、珠都百货、华润万家、茂业百货、为农市场、南坑市场等,情侣路，沙滩公园，青春社区图书室
1827,3,/loupan/1827.html,https://img.0756fang.com/Upload/Dictionary/2018-08/4e109beb-23fe-44f8-baee-fbded98475b5.jpg/260X170,1997,丹田广场,香洲区凤凰北路100,33617,丹田物业,珠海丹田集团,1.0 元/平米*月,住宅,香洲百货，尚都百货，扬名广场吉之岛；朝阳市场，邮政大厦,一中一小,临近邮政大厦巴士站，公交都有；2、8、12、99、3、3A、6、605、26、56、14、204、,香洲百货，尚都百货，扬名广场吉之岛；朝阳市场,野狸岛海岛歌剧院，香洲游艇码头、海边情侣中路、海滨公园、石景山公园、海滨浴场、珠海渔女、香炉湾 珠海大会堂
83,3,/loupan/83.html,https://img.0756fang.com/Upload/Fang/2021-08/2108091013271C04259DD70347149143.jpg/260X170,1995,教育路,          ,29481,,,0.0 元/平米*月,住宅,,,2.8.6.9.99.14.10.,,
35,3,/loupan/35.html,https://img.0756fang.com/Upload/fyEstate/140514095758F0B74BC781AC596A7511.jpg/260X170,2000,福寿街,福寿街       ,7967,教育居委会,,0.0 元/平米*月,住宅,香洲百货，尚都百货，扬名广场吉之岛；朝阳市场，香洲百货，茂业百货，新一佳,一中一小,临近邮政大厦巴士站，公交都有；2、8、5、12、99、3、3A、6、605、26、56、14、204,香洲百货，尚都百货，扬名广场吉之岛；朝阳市场,情侣路，渔女，野狸岛
126,3,/loupan/126.html,https://img.0756fang.com/Upload/Dictionary/2018-09/cce13d1f-f4d5-475e-a76e-a3ffe6b94ccb.jpg/260X170,1995,人民东路,人民东路，从兴业路往,16337,自主物业,自主物业,0.5 元/平米*月,住宅,虽是旧小区，但干净整洁,桃园中学和第二小学,4.8.9.12.13.14.20.43路,323超级平价超市、香洲百货、吉之岛购物广场,配套齐全
110,3,/loupan/110.html,https://img.0756fang.com/Upload/Dictionary/2019-06/150abc04-a932-4291-83ee-a54e396635d9.jpg/260X170,1987,南夏三街,香洲通大百货后   ,18699,无管理,食品公司,0.0 元/平米*月,住宅,近靠南坑市场，周边都是单位房改房，,近三中学校500米，近四小学校250米，,旁边是香洲总站，多路公交到达珠海每个角落，,新一佳，茂业，通大等,旁边1分钟有通大百货，对面有茂业百货，有香山公园
152,3,/loupan/152.html,https://img.0756fang.com/Upload/Dictionary/2019-06/6c4432d3-cb34-4330-9686-d43e9f7218d1.jpg/260X170,1998,香龙大厦,香洲区碧海路83号 ,23995,不详,,1.2 元/平米*月,住宅,老香洲情侣路100米,近紫荆中学,2、3、6、7、8、12、14、26、56、69、99、204、605路公交车,扬名广场吉之岛、香洲百货、华润万家,野狸岛海岛歌剧院、珠海渔女、海滨公园、石景山公园
154,3,/loupan/154.html,https://img.0756fang.com/Upload/Dictionary/2018-09/837bb92e-1fd0-4d58-95b6-1527caa5df19.jpg/260X170,1998,香湾花园,香洲区神前路63号 ,21000,暂无资料,新业房产公司,0.6 元/平米*月,住宅,三面环山 环境优雅 背山面海,珠海市第七中  十八小  小区有幼儿园,乘坐3路、10路、17路、32路、68路、69路公交车，在美丽湾巴士站下车,尚都百货、香洲百货、扬名广场  吉之岛超市、电脑城,情侣路，休闲驿站、 品海轩、食神、
142,3,/loupan/142.html,https://img.0756fang.com/Upload/Dictionary/2020-07/s96467A38102D48F4A07B7206B5B525D4.jpg/260X170,1990,桃园新村,香洲区紫荆路28号 ,16203,消防局，市政单位房改房,消防局，市政，,0.5 元/平米*月,住宅,住宅区，有专人管理，,近三中学校100米。近四小学校500米,桃园新村巴士站605.602.609.1.5.10.等。,新一佳，通大百货等,华发健身广场
98,3,/loupan/98.html,https://img.0756fang.com/Upload/Dictionary/2019-01/683a30db-6c54-47a6-b31c-8ac74198658b.jpg/260X170,1995,梅华东路,          ,16484,,,0.0 元/平米*月,住宅,,,,,
69,3,/loupan/69.html,https://img.0756fang.com/Upload/Dictionary/2019-02/fadd1790-6e51-4150-89ba-1ec6815be907.jpg/260X170,2004,华海花园,香洲区华海路109号,29025,城市物业,不详,1.0 元/平米*月,住宅,交通便利，生活方便,幼儿园：财务幼儿园、华南名宇幼儿园；中小学：香洲第一小学、珠海市第三小学、壮林小学、珠海市一中初中部,3路、4路、5路、7路、12路、14路、16路，到凤凰北,华润万家、珠海百货、尚都百货、吉之岛广场、 通大百货、 新一佳,朝阳市场、卫农市场、凤凰市场等；
66,3,/loupan/66.html,https://img.0756fang.com/Upload/Dictionary/2019-01/cfc80260-9ebd-4283-8093-99947d73090d.jpg/260X170,1995,花园小区,香洲区翠香路241号,25703,翠香街道办,,0.5 元/平米*月,住宅,香洲百货，尚都百货，邮政大厦，扬名广场吉之岛；朝阳市场,一中一小,临近邮政大厦巴士站，公交都有；2、8、5、12、99、3、3A、6、605、26、56、14、204、,香洲百货，尚都百货，华润万家。茂业百货，新一佳,情侣路，野狸岛，百胜汇ktv，富林明珠俱乐部，
4720,3,/loupan/4720.html,https://img.0756fang.com/Upload/Dictionary/2018-08/d9dc0af8-a93e-4551-a504-66e18173d14a.jpg/260X170,2016,城市东岸,香洲区梅华东路6号 ,35000,广东家和置地物业服务有限公司,:广东家和置地投资有限公司,5.0 元/平米*月,住宅,日月贝歌剧院、凤凰湾沙滩、珠海博物馆、悦椿酒店、扬名广场、茂业百货、华润万家、海韵城。十八小学、七中、三中、人民医院、中大五院。海天驿站、里神前市场。,十八小学、七中、三中。,小区门口公交站：3  3A  10  10A  17 18 32  68  ，有轨电车,扬名广场、茂业百货、华润万家。,悦春渡假酒店，日月贝歌剧院、凤凰湾沙滩、珠海博物馆、悦椿酒店、扬名广场、茂业百货、华润万家、海韵城。
44,3,/loupan/44.html,https://img.0756fang.com/Upload/Dictionary/2019-01/0795f195-06dd-462b-b86d-5e636eea8196.jpg/260X170,1993,海虹新村,香洲区梅华东路249,17308,海虹物业,不详,0.4 元/平米*月,住宅,交通方便、生活便利。,幼儿园：财务幼儿园、华南名宇幼儿园；中小学：香洲第一小学、珠海市第三小学、壮林小学、珠幼儿园：财务幼儿园、华南名宇幼儿园；中小学：香洲第一小学、珠海市第三小学、壮林小学、珠海市一中初中部；,32路、10路、10A路，到华子石东下；,华润万家、珠海百货、尚都百货、吉之岛广场、 通大百货、 新一佳；,朝阳市场、卫农市场、凤凰市场等；
27,3,/loupan/27.html,https://img.0756fang.com/Upload/Dictionary/2019-02/fd5e6ef0-d57c-46bf-a9c5-3635f0e82fa3.jpg/260X170,1995,东宝大厦,香洲区香埠路43号 ,26196,不详,不详,1.2 元/平米*月,住宅,商场学校市场银行应有尽有，3分钟生活圈,幼儿园：金路艺术幼儿园；中小学：香洲区第一小学、香洲区第四小学、珠海第七中学、珠海紫荆中学,2路、6路、8路、26；路、605路等，到邮政大厦站,丹田广场、香洲百货、吉之岛购物广场、百分百超市、明和百货等,香凤社区图书馆、朝阳市场、湾仔沙电脑城、珠海大会堂
10,3,/loupan/10.html,https://img.0756fang.com/Upload/Dictionary/2019-06/b8d68de2-e9e5-4668-978b-ca2f2c791fe2.jpg/260X170,1995,碧涛花园,香洲区华海路41号 ,21000,家家乐,二城物业,0.6 元/平米*月,住宅,交通便利，生活方便,幼儿园：财务幼儿园、华南名宇幼儿园；中小学：香洲第一小学、珠海市第三小学、壮林小学、珠海市一中初中部,3路、4路、5路、7路、12路、14路、16路，到凤凰北,华润万家、珠海百货、尚都百货、吉之岛广场、 通大百货、 新一佳,朝阳市场、卫农市场、凤凰市场等；
115,3,/loupan/115.html,https://img.0756fang.com/Upload/fyEstate/140515003622AE63DBEA9CBF999438AB.jpg/260X170,1998,淇富花园,香洲区华富街42号 ,21053,家家乐,不详,0.6 元/平米*月,住宅,交通便利，生活方便,幼儿园：财务幼儿园、华南名宇幼儿园；中小学：香洲第一小学、珠海市第三小学、壮林小学、珠海市一中初中部,3路、4路、5路、7路、12路、14路、16路，到凤凰北,华润万家、珠海百货、尚都百货、吉之岛广场、 通大百货、 新一佳,朝阳市场、卫农市场、凤凰市场等；
118,3,/loupan/118.html,https://img.0756fang.com/Upload/Dictionary/2019-02/e272744a-9817-45de-8c70-42e228005037.jpg/260X170,1989,前进三街,前进三街      ,17778,街道办,市房产公司,0.0 元/平米*月,住宅,交通便利，生活方便,幼儿园：财务幼儿园、华南名宇幼儿园；中小学：香洲第一小学、珠海市第三小学、壮林小学、珠海市一中初中部,3路、4路、5路、7路、12路、14路、16路，到凤凰北,华润万家、珠海百货、尚都百货、吉之岛广场、 通大百货、 新一佳,朝阳市场、卫农市场、凤凰市场等；
112,3,/loupan/112.html,https://img.0756fang.com/Upload/Dictionary/2019-06/627bdfc9-9ff8-44da-813f-23b5c1934ad1.jpg/260X170,1987,南夏一街,香洲南坑市场旁   ,18141,,食品公司,0.0 元/平米*月,住宅,周边住宅区，环境安全安静,近三中学校须500米，近四小学校200米,香洲总站，多路公交可以到达珠海各个角落,通大百货，茂业百货，新一佳百货,香山公园，南厦步行街
148,3,/loupan/148.html,https://img.0756fang.com/Upload/fyEstate/140515222849D3869A7D71BABDADE51A.jpg/260X170,1998,卫星街,朝阳市场旁     ,20000,暂无资料,不详,0.0 元/平米*月,住宅,商场学校市场银行应有尽有，3分钟生活圈,幼儿园：金路艺术幼儿园；中小学：香洲区第一小学、香洲区第四小学、珠海第七中学、珠海紫荆中学,2路、6路、8路、26；路、605路等，到邮政大厦站,丹田广场、香洲百货、吉之岛购物广场、百分百超市、明和百货等,香凤社区图书馆、朝阳市场、湾仔沙电脑城、珠海大会堂
177,3,/loupan/177.html,https://img.0756fang.com/Upload/Dictionary/2019-02/dde58d00-8e38-4a7e-a4ba-d05e7265b742.jpg/260X170,1999,韵琴居,香洲区狮山路84号 ,31823,,,1.0 元/平米*月,住宅,位于老香洲狮山路，临近一中一小，学区房,一中一小,临近邮政大厦巴士站，公交都有；2、8、5、12、99、3、3A、6、605,香洲百货，尚都百货,珠海渔女，野狸岛
20,3,/loupan/20.html,https://img.0756fang.com/Upload/Dictionary/2019-06/f59941c7-c686-4117-9d7b-eb8e3dd0e042.jpg/260X170,1994,翠香花园,香洲区翠香路37号 ,21880,家家乐,不详,0.4 元/平米*月,住宅,近凤凰北 近学校,幼儿园：金路艺术幼儿园；中小学：香洲区第一小学、香洲区第四小学、珠海第七中学、珠海紫荆中学,2路、6路、8路、26；路、605路等，到邮政大厦站,丹田广场、香洲百货、吉之岛购物广场、百分百超市、明和百货等,香凤社区图书馆、朝阳市场、湾仔沙电脑城、珠海大会堂
41,3,/loupan/41.html,https://img.0756fang.com/Upload/Dictionary/2019-02/8e872ce1-7261-4f30-b74f-12093d3719ca.jpg/260X170,1998,国华中心,香洲区光明街108号,18616,国华物业有限公司,天津国华投资有限公司,0.8 元/平米*月,住宅,有管理，住宅区，安静安全，,近三中学校150米。近四小学校300米,光明街巴士站07路.11路.13路,吉之岛，新一佳，通大百货等,香山公园，老年人活动中心
57,3,/loupan/57.html,https://img.0756fang.com/Upload/Dictionary/2019-02/7d06a128-0dd9-4483-99b4-22d8dcdde3a0.jpg/260X170,1998,鸿福大厦,香洲区翠香东路43号,23353,不详,不详,1.2 元/平米*月,住宅,商场学校市场银行应有尽有，3分钟生活圈,幼儿园：金路艺术幼儿园；中小学：香洲区第一小学、香洲区第四小学、珠海第七中学、珠海紫荆中学,2路、6路、8路、26；路、605路等，到邮政大厦站,丹田广场、香洲百货、吉之岛购物广场、百分百超市、明和百货等,香凤社区图书馆、朝阳市场、湾仔沙电脑城、珠海大会堂
87,3,/loupan/87.html,https://img.0756fang.com/Upload/Dictionary/2018-09/d980ff4b-cea3-49f3-8b09-1c452ab3e9f8.jpg/260X170,1995,晶都花园,香洲区沿河东路135,14000,,,0.0 元/平米*月,住宅,交通便利，生活方便,幼儿园：财务幼儿园、华南名宇幼儿园；中小学：香洲第一小学、珠海市第三小学、壮林小学、珠海市一中初中部,3路、4路、5路、7路、12路、14路、16路，到凤凰北,华润万家、珠海百货、尚都百货、吉之岛广场、 通大百货、 新一佳,朝阳市场、卫农市场、凤凰市场等；
1563,3,/loupan/1563.html,https://img.0756fang.com/Upload/Dictionary/2019-06/a960c525-1422-41ca-b92e-ad5223771a31.jpg/260X170,1990,南新里,香洲区桃园路(新址),17008,,粮食局单位房,0.0 元/平米*月,住宅,香洲中心地段，周边配套齐全，环境清洁安静,近三中学校50米，近四小学校200米,周边有南坑巴士站，夏美巴士站，11路13路7路，602路.605路，609路  5路,香洲茂业百货，新一佳，通大百货,香山公园，南厦步行街
1422,3,/loupan/1422.html,https://img.0756fang.com/Upload/Dictionary/2019-06/6b8829fd-b82e-4bc5-bb82-04a37ee6f7bb.jpg/260X170,2009,米兰春天,香洲区翠香路33号 ,20891,米兰,米兰集团,1.9 元/平米*月,住宅,商场学校市场银行应有尽有，3分钟生活圈,幼儿园：金路艺术幼儿园；中小学：香洲区第一小学、香洲区第四小学、珠海第七中学、珠海紫荆中学,2路、6路、8路、26；路、605路等，到邮政大厦站,丹田广场、香洲百货、吉之岛购物广场、百分百超市、明和百货等,香凤社区图书馆、朝阳市场、湾仔沙电脑城、珠海大会堂
1338,3,/loupan/1338.html,https://img.0756fang.com/Upload/Fang/2021-12/211201140806004E6CA703AA48309CAB.jpg/260X170,2009,金域时代,香洲区情侣中路189,40685,通美物业,富铿房地产有限公司,2.0 元/平米*月,住宅,商场学校市场银行应有尽有，3分钟生活圈,幼儿园：金路艺术幼儿园；中小学：香洲区第一小学、香洲区第四小学、珠海第七中学、珠海紫荆中学,2路、6路、8路、26；路、605路等，到邮政大厦站,丹田广场、香洲百货、吉之岛购物广场、百分百超市、明和百货等,情侣路醉美海岸线。对面就是上野狸岛日月贝的路口 野狸岛可以散步、健身、观海、赏花、拍晚霞，见证日出听海浪的声音，一圈3公里，其乐无穷！附近还有野狸岛海岛歌剧院，香洲游艇码头、海边情侣中路、海滨公园、石景山公园、海滨浴场、珠海渔女、香炉湾 珠海大会堂
2907,3,/loupan/2907.html,https://img.0756fang.com/Upload/Dictionary/2019-01/e383735b-be0e-4bbc-b586-f75f8a5b6c3e.jpg/260X170,1998,镜新一街住宅,          ,20245,,,0.0 元/平米*月,住宅,周边发展齐备，生活所需均在步行范围，距离扬名广场、华润万家等大型综合商场距离均较近,◆幼儿园：金路艺术幼儿园、机关第二幼儿园、卫生幼儿园◆中小学：珠海市第三小学、香洲一小、香洲第七中学、珠海紫荆中学◆大学：珠海广播电视大学,2路、4路、5路、6路、8路、11路、16路、26路、605路，凤凰北站、翠香中站,明和百货、珠都百货、华润万家、茂业百货、为农市场、南坑市场等,青春社区图书室
4134,3,/loupan/4134.html,https://img.0756fang.com/Upload/Dictionary/2019-02/49366e4b-54c1-4272-947a-258dbcf9e9cd.jpg/260X170,1999,嘉发大厦,香洲区为农街4号  ,22000,,,0.0 元/平米*月,住宅,周边发展齐备，生活所需均在步行范围，距离吉之岛、华润万家等大型综合商场距离均较近。,◆幼儿园：金路艺术幼儿园、机关第二幼儿园、卫生幼儿园◆中小学：珠海市第三小学、香洲一小、香洲第七中学、珠海紫荆中学◆大学：珠海广播电视大学,2路、4路、5路、6路、8路、11路、16路、26路、605路，到翠香中站,明和百货、珠都百货、华润万家、茂业百货、为农市场、南坑市场等,青春社区图书室
88,3,/loupan/88.html,https://img.0756fang.com/Upload/Dictionary/2018-09/c0dfb7d2-f52a-4e14-8ca0-3edb0120e951.jpg/260X170,1996,镜新二街,凤凰北巴士站后面。 ,17500,,,0.0 元/平米*月,住宅,,,,,
56,3,/loupan/56.html,https://img.0756fang.com/Upload/Dictionary/2019-02/5207eafa-6cb7-45c7-85a6-7b3f1773f0e1.jpg/260X170,1992,红旗街住宅,香洲红旗街气象局附近,10789,,气象局单位房,0.0 元/平米*月,住宅,属于单位的房子，很多都是以前老干部在入住的，有专人打扫，周边环境极佳,近三中300米路程，近四小250米路程,旁边有巴士站，路经7路.11路.13路，12路,吉之岛广场，香洲百货，怡华商业城，,旁边有香山公园，
5,3,/loupan/5.html,https://img.0756fang.com/Upload/Dictionary/2019-02/a388437b-2b8d-478e-b00b-e69602f185ba.jpg/260X170,2000,巴黎花园,香洲区情侣中路277,28000,自主物业,自主物业,1.2 元/平米*月,住宅,近情侣路 野狸岛,幼儿园：金路艺术幼儿园、机关第一幼儿园；中小学：香洲第一小学、香洲第七小学、珠海市紫荆中学,2路、3路、11路、12路、13路、20路、56路等，到邮政大厦,商场：珠海百货、尚都百货、屈臣氏、百分百超市、华润万家等,情侣路醉美海岸线。对面就是上野狸岛日月贝的路口 野狸岛可以散步、健身、观海、赏花、拍晚霞，见证日出听海浪的声音，一圈3公里，其乐无穷！附近还有野狸岛海岛歌剧院，香洲游艇码头、海边情侣中路、海滨公园、石景山公园、海滨浴场、珠海渔女、香炉湾 珠海大会堂
135,3,/loupan/135.html,https://img.0756fang.com/Upload/fyEstate/140514232209C45EC4997B9B248681E2.jpg/260X170,2000,深圳发展银行大厦,香洲区银桦路8号，茂,17411,葆力物业,深圳发展银行,2.4 元/平米*月,住宅,项目位于老香洲成熟繁华商圈，商圈学校林立。,幼儿园：珠海三幼；中小学：紫荆中学桃园分校、香华小学；大学：珠海广播电视大学；,5路，6路，8路，K9路，K6路，201路，204路，32路，55路，99路，到茂业百货站；,新一佳百货、茂业百货、通大百货,商场：新一佳紫荆店；医院：桃园社区卫生服务站；邮局：柠溪邮局；银行：中国银行；其他：华发健身广场、南坑市场等；
131,3,/loupan/131.html,https://img.0756fang.com/Upload/Fang/2021-09/sC363F7C9C55146998AF41B85A1778151.jpg/260X170,1989,山峰路(单号),          ,18329,,,0.0 元/平米*月,住宅,,,,,
116,3,/loupan/116.html,https://img.0756fang.com/Upload/Dictionary/2018-09/c6332b35-dd11-47de-8db4-dab81833f673.jpg/260X170,1995,前进二街,前进二街      ,14730,街道办,市房产公司,0.0 元/平米*月,住宅,交通便利，生活方便,幼儿园：财务幼儿园、华南名宇幼儿园；中小学：香洲第一小学、珠海市第三小学、壮林小学、珠海市一中初中部,3路、4路、5路、7路、12路、14路、16路，到凤凰北,华润万家、珠海百货、尚都百货、吉之岛广场、 通大百货、 新一佳,朝阳市场、卫农市场、凤凰市场等；
97,3,/loupan/97.html,https://img.0756fang.com/Upload/fyEstate/1405150013382CED992E3B4C48AFF0DA.jpg/260X170,1996,凌碧园,香洲区翠香路33号 ,23321,不详,不详,0.4 元/平米*月,住宅,商场学校市场银行应有尽有，3分钟生活圈,幼儿园：金路艺术幼儿园；中小学：香洲区第一小学、香洲区第四小学、珠海第七中学、珠海紫荆中学,2路、6路、8路、26；路、605路等，到邮政大厦站,丹田广场、香洲百货、吉之岛购物广场、百分百超市、明和百货等,香凤社区图书馆、朝阳市场、湾仔沙电脑城、珠海大会堂
157,3,/loupan/157.html,https://img.0756fang.com/Upload/Dictionary/2019-06/b1839179-f019-4bda-9570-9215e7fa18b0.jpg/260X170,1990,新光里,香洲区海滨北路   ,18007,新光里街道办,新光里物业,0.5 元/平米*月,住宅,休闲设施的精心安排，提供自然、舒适的居住环境。社区主流健康向上，社区风气良好，邻里关系和谐。,桃园中学和第二小学,"2.20,26,43,69,206,605路",湾仔沙电脑城扬名广场,市中心地段，配套非常齐全
145,3,/loupan/145.html,https://img.0756fang.com/Upload/fyEstate/14051514190941C4496D62A0BBA09D23.jpg/260X170,1999,万丰山庄,香洲区鸡公山二街12,16198,不详,万丰实业,0.7 元/平米*月,住宅,依山面水，环境优美,幼儿园：财务幼儿园、华南名宇幼儿园；中小学：香洲第一小学、珠海市第三小学、壮林小学、珠海市一中初中部,32路、10路、10A路，到华子石东下；,华润万家、珠海百货、尚都百货、吉之岛广场、 通大百货、 新一佳,朝阳市场、卫农市场、凤凰市场等；
139,3,/loupan/139.html,https://img.0756fang.com/Upload/Dictionary/2018-07/8ddca2d6-6545-46e8-b375-750feb2c65dd.jpg/260X170,1989,石榴园,香洲区石榴巷(1-1,14000,无管理,老师宿舍,0.0 元/平米*月,住宅,南坑,,602.605.609.10.等多路公交，,新一佳，南厦商业街，南坑市场,华发健身广场
